region,build,Leontief,IIM,Ghosh
VT,g0.5,-590.0479842184816,-1090.42768827717,-864.1641999716048
WA,g0.5,-3482.1083234577095,-6618.487812103862,-5324.611931428098
WI,g0.5,-3332.732325755599,-6184.191389930076,-4539.122449135861
WV,g0.5,-803.0299157111283,-1491.787519326023,-1154.2500488963788
WY,g0.5,-436.31913696351336,-802.764527962516,-507.3668415244365
ZAF,g0.5,-135.70277683375795,-253.9462871181824,-199.67356795238032
AGO,g0.75,-110.05564361821806,-204.2627872677136,-44.52707646559363
AK,g0.75,-499.4742689072108,-916.1192838959641,-680.869632618313
AL,g0.75,-1806.2588971824525,-3351.731253770519,-2720.6570495178603
AR,g0.75,-980.2666571969107,-1783.7014377460318,-1486.8613388843935
ARE,g0.75,-204.02431752913466,-392.8177801618413,-769.321188024303
ARG,g0.75,-122.70140379376956,-225.6273522881998,-283.61678340081545
AUS,g0.75,-268.9798738007126,-480.2100545093764,-769.24229317789
AUT,g0.75,-183.9939737402626,-330.3458342120671,-235.39120539798037
AZ,g0.75,-2110.2401835383525,-4002.9823669018533,-3081.981956330805
BEL,g0.75,-524.654477583464,-993.9671727946408,-762.7201860703311
BGD,g0.75,-19.912457787684716,-33.95073085912165,-51.00025474640033
BGR,g0.75,-20.955536519045598,-38.338871203395165,-27.944197394675847
BLR,g0.75,-17.40017552335189,-32.28366926969624,-16.84396639282977
BRA,g0.75,-733.5201786031874,-1330.169747369569,-1281.5662280048302
BRN,g0.75,-3.6806595893547245,-6.6946008119104885,-3.4285929490683853
CA,g0.75,-16327.275779251533,-31915.979734778604,-21305.22775413258
CAN,g0.75,-4126.19583888572,-7531.504632577913,-4251.4160406967785
CHE,g0.75,-828.105312650224,-1615.9486218682623,-1003.2543958037163
CHL,g0.75,-156.5233476697039,-262.56817686320437,-208.95084452945974
CHN,g0.75,-6697.091655472991,-11343.023123338384,-6390.529707014648
CIV,g0.75,-14.056506528709994,-21.333569220729576,-13.05123946029179
CMR,g0.75,-7.6828942653095105,-13.89431065124987,-8.089418452505859
CO,g0.75,-2385.3732023390253,-4499.406605341064,-3449.2583674824305
COD,g0.75,-7.996074289012728,-14.205366293499235,-40.226212051739864
COL,g0.75,-230.9828831688621,-421.1532983707368,-313.33015666745587
CRI,g0.75,-49.33680893698376,-80.90271313588737,-93.60057287372213
CT,g0.75,-9721.551829167374,-19051.09992753856,-10365.174801203257
CYP,g0.75,-11.731494936952608,-24.07413963184406,-32.551218963352696
CZE,g0.75,-99.6022792910808,-178.9923437914446,-165.17387464950156
DC,g0.75,-1970.2037444654059,-3873.8960083873367,-2707.6574157142363
DE,g0.75,-1577.1877201165642,-3168.9938508739974,-1561.8234436579107
DEU,g0.75,-2111.4949118281947,-3920.2785777544377,-2975.9968859806327
DNK,g0.75,-211.71605349826882,-388.802812769683,-206.76958859076157
EGY,g0.75,-32.6389621353722,-61.26295076207621,-86.03551264857693
ESP,g0.75,-467.4892205641923,-844.913036272876,-558.7070279968793
EST,g0.75,-17.550570556641787,-32.72339091202147,-16.697717450943934
FIN,g0.75,-127.7906661174805,-234.89022952111773,-225.16910572361596
FL,g0.75,-7097.606082775186,-13456.737982491873,-12141.11566600603
FRA,g0.75,-936.198989788485,-1665.8505237184909,-1605.8744231353508
GA,g0.75,-5456.021647619033,-10443.099965722862,-7680.284540454059
GBR,g0.75,-2323.237168964035,-4636.605965419263,-2510.6210438822636
GRC,g0.75,-106.96503573713443,-202.28976996065947,-113.93093138171012
HI,g0.75,-831.6990117354757,-1548.8351889005746,-1440.6813039434157
HKG,g0.75,-237.99909565355966,-483.8018617376543,-331.97957816164546
HRV,g0.75,-10.84350432586012,-19.583413436811167,-23.569490964467192
HUN,g0.75,-75.7889513364721,-137.37937419025843,-137.57113088313227
IA,g0.75,-1686.2524537733568,-3124.999425282132,-2313.6517492822663
ID,g0.75,-425.44574242339536,-763.1338256175452,-710.464693124577
IDN,g0.75,-280.3797821930527,-465.8139606360687,-297.496319853484
IL,g0.75,-6959.0871424747,-13229.618464515488,-9483.840195053876
IN,g0.75,-3891.5713176918116,-7183.406310854333,-5649.804363431246
IND,g0.75,-1727.1597108061083,-3197.8760056182487,-1091.4428063328357
IRL,g0.75,-671.5482360906868,-1257.9165131605455,-2889.352637378912
ISL,g0.75,-22.18558500705251,-37.23304235038771,-24.98210694447209
ISR,g0.75,-340.46376921666814,-618.6344262579455,-390.59990160886446
ITA,g0.75,-693.3815918391653,-1194.672319508647,-874.5101373657046
JOR,g0.75,-9.979492956928492,-18.516020482911866,-24.251999552994068
JPN,g0.75,-1755.0559770078305,-3166.2328951541203,-3008.5608961712733
KAZ,g0.75,-46.11779558088925,-84.57578357387541,-54.46611284588543
KHM,g0.75,-7.074418781954633,-11.91763524024906,-5.101115096599467
KOR,g0.75,-1138.689022013434,-2028.8614560474034,-1802.234093413861
KS,g0.75,-1390.167848114692,-2560.1781657639085,-2025.5706054036457
KY,g0.75,-2147.8129188965804,-3987.6164727843898,-3434.8901994117214
LA,g0.75,-2152.9264223071877,-3957.5134881451168,-2695.936512532519
LAO,g0.75,-2.1731281958978053,-3.727097786151876,-1.5753407210937147
LTU,g0.75,-26.024192936271252,-46.124372354827955,-18.841221694577637
LUX,g0.75,-139.5866462342587,-285.7640208416216,-468.4303263416321
LVA,g0.75,-10.101035172477317,-18.14712355756115,-16.637439340366594
MA,g0.75,-13788.001367635137,-26686.94115527425,-16209.554512415583
MAR,g0.75,-29.529944784808446,-53.76503968677347,-51.4507307685457
MD,g0.75,-5392.278121778296,-10280.303911402692,-7979.643373563527
ME,g0.75,-1175.9009093487757,-2174.5806958512035,-1600.8228597969603
MEX,g0.75,-2087.5244555746326,-3634.3110236728903,-2772.7906408128297
MI,g0.75,-4781.04999136869,-8895.47763266891,-8500.581728966477
MLT,g0.75,-21.69257487201562,-44.38762845005179,-53.93078848192818
MMR,g0.75,-11.630590766616201,-17.639264795682745,-14.734467805976681
MN,g0.75,-3175.792085364806,-5854.236540064676,-4396.2180028865205
MO,g0.75,-2459.946618328269,-4625.902529443036,-3872.2271919979225
MS,g0.75,-967.3653468300192,-1762.733467374596,-1535.7758365066582
MT,g0.75,-424.67296654815226,-770.7304316670961,-520.2983391156098
MYS,g0.75,-307.6622731090938,-549.6247990828466,-500.4717578885723
NC,g0.75,-6590.898182564946,-12323.017451483034,-9031.066416094043
ND,g0.75,-476.631203194809,-851.6304804867189,-766.3181448434407
NE,g0.75,-1030.7703777145118,-1889.336897296668,-1412.267586180152
NGA,g0.75,-148.94550427133657,-275.2749706277341,-109.64095682373278
NH,g0.75,-2343.9581409542366,-4422.386505841189,-2848.654146003933
NJ,g0.75,-11625.809374008806,-22128.980712617387,-13730.225756902626
NLD,g0.75,-532.5155279738401,-990.3592806742082,-1366.226106739364
NM,g0.75,-732.8236628470169,-1357.9101638444029,-1092.7662905232723
NOR,g0.75,-236.27586044183133,-406.9451500697081,-246.14297595607758
NV,g0.75,-929.7007138096594,-1755.7078609198397,-1670.7823517620495
NY,g0.75,-525164.0151013238,-961081.8973743474,-571628.0043021131
NZL,g0.75,-66.82807871796723,-112.60277589842639,-151.47038806991344
OH,g0.75,-7849.561050144635,-14773.251146414412,-10248.375317844084
OK,g0.75,-1706.9768140777169,-3115.738046252465,-2143.54728371157
OR,g0.75,-1214.6359665320454,-2255.3652040044294,-1896.371540523726
PA,g0.75,-13156.418966332583,-24931.187602276575,-15788.350840738238
PAK,g0.75,-46.698495444273306,-82.11703817560296,-58.96069978146435
PER,g0.75,-103.05155901412803,-188.1383969182267,-239.67393856079804
PHL,g0.75,-214.14809124410715,-399.4696682250573,-197.6233478861423
POL,g0.75,-188.9679452280009,-340.9104959701691,-300.5768113552397
PRT,g0.75,-90.81179385210746,-161.68390728211162,-77.5022196991694
RI,g0.75,-1416.0498217529562,-2656.6655890584952,-1636.5076946743845
ROU,g0.75,-60.66034639601666,-110.7735887375557,-170.7893412966385
ROW,g0.75,-1887.1969581605183,-3414.1808367121757,-2458.9165661171987
RUS,g0.75,-677.0833500397948,-1241.9873348907722,-582.0667389650115
SAU,g0.75,-414.1786205695677,-767.3181547260649,-383.19846375114633
SC,g0.75,-2163.372600849316,-4012.8010539384013,-3329.1696017227896
SD,g0.75,-542.3189428334836,-1001.6407094883041,-721.458651411092
SEN,g0.75,-2.4961124634190157,-4.195224777827556,-4.718230658197867
SGP,g0.75,-682.1141462622245,-1292.9610812541898,-1409.3426637782231
STP,g0.75,-0.07652871987927726,-0.15899546028959513,-0.09513424344774225
SVK,g0.75,-39.87504177583843,-70.85426403917575,-57.55316650109383
SVN,g0.75,-16.277855837310817,-28.94557293816088,-25.172011216559024
SWE,g0.75,-241.35672471879522,-440.69832369789873,-487.7877811204685
THA,g0.75,-337.4188882977354,-565.4803436098265,-606.9516917858747
TN,g0.75,-3226.4784442336854,-6028.81215218886,-5211.357798706733
TUN,g0.75,-9.827964886796831,-17.85692292830777,-16.002897323900612
TUR,g0.75,-208.98163638310155,-367.35796182312015,-373.05062811623037
TWN,g0.75,-640.842894228367,-1119.307622508307,-769.5582223846666
TX,g0.75,-10297.97852185534,-19194.775167721047,-18148.823274050344
UKR,g0.75,-35.43767937089163,-66.76117546202728,-87.05916087933636
UT,g0.75,-1295.6308980100666,-2450.5493576106596,-1902.8189140476513
VA,g0.75,-7076.3527124787,-13317.605009103703,-9640.405600340782
VNM,g0.75,-342.35691043485946,-557.631209619851,-435.81361763618065
VT,g0.75,-781.3938033785053,-1439.6615176436794,-1098.745934334761
WA,g0.75,-2898.43844638424,-5497.400434764821,-4570.224719159418
WI,g0.75,-3095.6087550306065,-5727.185826692282,-4318.421707442368
WV,g0.75,-798.5140357057192,-1481.5084653450124,-1144.3229306676915
WY,g0.75,-399.35128645375073,-733.4848411955579,-446.7974801076311
ZAF,g0.75,-135.8626492317718,-254.04095494549153,-199.83029887517577
AGO,g1.0,-110.17442823999333,-204.3161424319128,-44.7368696834103
AK,g1.0,-458.03057932072085,-839.130168776944,-626.5721687071982
AL,g1.0,-1560.6344239628845,-2889.3081771624766,-2432.09054768262
AR,g1.0,-846.2662458003753,-1535.8003768968013,-1338.2042108790044
ARE,g1.0,-204.27180510099714,-392.97911389336974,-771.4100603288791
ARG,g1.0,-122.91243501156039,-225.78717812087214,-284.0033100267151
AUS,g1.0,-269.364241926822,-480.48796727922524,-770.6595195243702
AUT,g1.0,-184.2569861028597,-330.5479265545446,-235.89928697822418
AZ,g1.0,-1717.96691505294,-3248.1101262909883,-2656.2040853159583
BEL,g1.0,-525.4052102801063,-994.5985866115718,-765.48133377363
BGD,g1.0,-19.940388839574116,-33.97196311242619,-50.88792984724997
BGR,g1.0,-20.98489962331679,-38.35956599977731,-27.96352805862459
BLR,g1.0,-17.42671236047701,-32.30548317177465,-16.834747077393192
BRA,g1.0,-734.5817011391035,-1330.9413069409509,-1282.213666079284
BRN,g1.0,-3.685634369544127,-6.6981919622776,-3.428203254656566
CA,g1.0,-13888.164252588935,-27147.71061294839,-18761.78823676506
CAN,g1.0,-4131.88489563518,-7535.237977500541,-4244.258831217406
CHE,g1.0,-828.9719614159773,-1616.4945828615676,-1006.3456604178099
CHL,g1.0,-156.78479475168965,-262.73362265422605,-208.53558574322784
CHN,g1.0,-6705.801728237898,-11349.711311241876,-6373.563707356812
CIV,g1.0,-14.09345984017011,-21.352300777025466,-13.042439431705693
CMR,g1.0,-7.692727048706862,-13.901333921115768,-8.101185239431786
CO,g1.0,-2027.6710856392883,-3810.8505153605793,-3059.202569468745
COD,g1.0,-8.00828412796908,-14.213989630061825,-40.221787030674896
COL,g1.0,-231.29747876570508,-421.3406924063383,-312.8693838627053
CRI,g1.0,-49.414525483512705,-80.95282588654563,-93.45193215321333
CT,g1.0,-12288.202076213767,-24006.8705920222,-12739.072169663994
CYP,g1.0,-11.742512912969172,-24.079326472559536,-32.69039223386292
CZE,g1.0,-99.74338686496444,-179.09581307571642,-165.35691997279656
DC,g1.0,-1934.3677079078545,-3797.7749340227833,-2681.002791686255
DE,g1.0,-1671.9766755521932,-3356.1318022899472,-1639.2440958611182
DEU,g1.0,-2114.628852166129,-3922.6761006586476,-2981.9756083742245
DNK,g1.0,-212.08112624474498,-389.1508719476328,-207.09414206847885
EGY,g1.0,-32.69108646964812,-61.30555547537746,-86.29416261492317
ESP,g1.0,-468.1602124295949,-845.4355230522748,-558.9544935111659
EST,g1.0,-17.57462551672837,-32.742635471349146,-16.731866560733014
FIN,g1.0,-128.00109466120514,-235.0704367294645,-225.89436704192366
FL,g1.0,-6432.370986218271,-12170.348180357509,-11461.738201969827
FRA,g1.0,-937.5257639086623,-1666.8891488497782,-1608.4726313634399
GA,g1.0,-4852.395388310101,-9265.042274472487,-7153.378291046061
GBR,g1.0,-2325.6494403614956,-4638.030547536847,-2518.2052571354047
GRC,g1.0,-107.16453420471615,-202.48023103713774,-114.36203627357334
HI,g1.0,-744.8010372079438,-1386.2870021036867,-1323.1880547374906
HKG,g1.0,-238.21745886684215,-483.91815308223204,-332.8397536177853
HRV,g1.0,-10.858598337184091,-19.596094432003397,-23.650146748544334
HUN,g1.0,-75.90850178161564,-137.4739635104589,-137.80058823773868
IA,g1.0,-1472.5747617565394,-2707.821333077822,-2083.860870578011
ID,g1.0,-338.6883187952224,-603.3231706006601,-589.2235474857216
IDN,g1.0,-280.7576990642154,-466.0647108536548,-297.4182908345635
IL,g1.0,-6157.8057832714785,-11661.01795233871,-8785.654394990366
IN,g1.0,-3590.2659325178947,-6607.743174027701,-5297.43651711701
IND,g1.0,-1729.290469121587,-3199.5004577350855,-1088.8227683577772
IRL,g1.0,-672.3348787931153,-1258.5498231347308,-2898.351622737428
ISL,g1.0,-22.216514132105985,-37.253581115409986,-24.974863900538917
ISR,g1.0,-340.9348335600963,-619.0363237576477,-391.5245325340386
ITA,g1.0,-694.3312705098265,-1195.3891872374957,-875.5921958683834
JOR,g1.0,-9.991842568410327,-18.525298984637608,-24.127795998395744
JPN,g1.0,-1757.8944669754212,-3168.2467517594537,-3010.4191548460835
KAZ,g1.0,-46.18811229829241,-84.62958366298406,-54.649733315125296
KHM,g1.0,-7.084745034049902,-11.924786941962898,-5.098990780230448
KOR,g1.0,-1140.5769123311209,-2030.2989767521249,-1801.4467260878303
KS,g1.0,-1204.936111626519,-2209.2286818401703,-1806.86089505551
KY,g1.0,-1977.56570830193,-3663.034919445759,-3230.5284148773653
LA,g1.0,-1946.1218033368095,-3566.783704844138,-2447.0636443797216
LAO,g1.0,-2.176201224218746,-3.729430964406847,-1.5758567754318538
LTU,g1.0,-26.061370314472736,-46.15424065964338,-18.863887588575235
LUX,g1.0,-139.70389709480102,-285.81175338849204,-470.5359294872167
LVA,g1.0,-10.113607403759074,-18.156842073916973,-16.696410255945693
MA,g1.0,-17036.990038709584,-32908.15232387246,-19555.08999083219
MAR,g1.0,-29.580879071948708,-53.80866673464488,-51.240261420367126
MD,g1.0,-5520.52576613178,-10511.69860671327,-8153.323966044007
ME,g1.0,-1423.8291861578698,-2628.952834019194,-1889.4903810114229
MEX,g1.0,-2090.908593531467,-3636.4982477460435,-2764.141658290893
MI,g1.0,-4729.446380543637,-8781.590532334918,-8507.81753382813
MLT,g1.0,-21.71123923064856,-44.395350573407,-54.17950692943032
MMR,g1.0,-11.646584852470586,-17.64796016346034,-14.728156211174916
MN,g1.0,-2904.929401214401,-5334.7781791096895,-4155.441179068219
MO,g1.0,-2109.217765216795,-3951.809718418491,-3475.7898080018713
MS,g1.0,-841.0538626543171,-1528.6731102617555,-1379.8344910237981
MT,g1.0,-378.7080424974157,-684.3720542408087,-455.66711391921984
MYS,g1.0,-308.09122379367165,-549.942217666022,-501.4959277402384
NC,g1.0,-6511.666195749311,-12155.026360428517,-9048.62823696724
ND,g1.0,-442.6587148409035,-786.38865786966,-706.3996985715465
NE,g1.0,-892.1226556016144,-1621.9458061347266,-1259.68696846411
NGA,g1.0,-149.1164359622851,-275.3595716903404,-109.88693130016908
NH,g1.0,-2879.7566210818604,-5422.988789109699,-3412.8777743394544
NJ,g1.0,-13510.922324492221,-25678.6779899018,-15660.305040661018
NLD,g1.0,-533.3231817167947,-991.0333091244951,-1369.9938163585039
NM,g1.0,-625.6438410354717,-1155.5039127512578,-947.4239354603229
NOR,g1.0,-236.62933197030534,-407.2022981605644,-246.41337886494173
NV,g1.0,-629.1370421801238,-1190.2428156384228,-1166.3378269724303
NY,g1.0,-526555.487567019,-963009.6035259838,-573256.4717140223
NZL,g1.0,-66.92280862852029,-112.66500173089177,-151.9295261108173
OH,g1.0,-7645.853915938483,-14366.670179875402,-10221.67712278554
OK,g1.0,-1523.4603824014903,-2771.477730547416,-1915.1498552774447
OR,g1.0,-893.2787050436749,-1651.6726556505369,-1520.272971712051
PA,g1.0,-14605.158456730614,-27650.14941692159,-17365.406110247677
PAK,g1.0,-46.76009414218528,-82.16618830183819,-58.895401308077716
PER,g1.0,-103.230943885271,-188.2679119058366,-239.2699162926472
PHL,g1.0,-214.4517796065029,-399.7042616823334,-197.6590210311401
POL,g1.0,-189.2290439256352,-341.11093124876305,-301.01436414947636
PRT,g1.0,-90.9332493207649,-161.78037619305212,-77.5438158350539
RI,g1.0,-1657.346171244569,-3109.669438940697,-1877.761289194005
ROU,g1.0,-60.74607911122934,-110.8400389989502,-171.51323362971837
ROW,g1.0,-1889.7887453090455,-3415.8226406104063,-2459.955493335456
RUS,g1.0,-678.1125417354256,-1242.7821614191605,-582.7394288998797
SAU,g1.0,-414.6510039675357,-767.5479600492864,-383.8807462594836
SC,g1.0,-2016.1572925886524,-3733.4531797827717,-3167.1902056268746
SD,g1.0,-475.0574962091206,-869.4511849522802,-657.4994025521764
SEN,g1.0,-2.499432987611104,-4.1973852413604416,-4.724969255457671
SGP,g1.0,-683.0564204787472,-1293.7222015016744,-1412.712403256131
STP,g1.0,-0.07658997164816629,-0.1590185259397266,-0.09507312694823263
SVK,g1.0,-39.94127955499347,-70.89957359924573,-57.58381851424135
SVN,g1.0,-16.300411705292696,-28.963027107581752,-25.195150646473884
SWE,g1.0,-241.73222705003283,-441.0040090368105,-489.79345373485967
THA,g1.0,-337.8949663252682,-565.8179590463601,-608.3676722303424
TN,g1.0,-2893.9457605305965,-5396.162448347654,-4826.526733055101
TUN,g1.0,-9.840907539484942,-17.865273468056227,-16.005229556939778
TUR,g1.0,-209.28439494670994,-367.56773412545425,-372.867637872037
TWN,g1.0,-641.7999528457174,-1120.029990335634,-769.8022623392459
TX,g1.0,-9343.251298221227,-17351.44377407637,-17002.141796884105
UKR,g1.0,-35.493182457311875,-66.80172615710941,-86.42387308591432
UT,g1.0,-1042.774849562297,-1964.7456654592345,-1636.193774952348
VA,g1.0,-7218.991695185894,-13569.198595019097,-9840.01062336013
VNM,g1.0,-342.82578740163734,-557.933847045068,-435.4878611195634
VT,g1.0,-998.6276429670872,-1834.8799550952094,-1358.746864505181
WA,g1.0,-2322.3243709207554,-4393.807549847421,-3831.211098668659
WI,g1.0,-2819.4743016821208,-5196.376000610641,-4059.5383694781503
WV,g1.0,-783.2288829855412,-1450.9181238482863,-1122.815902619271
WY,g1.0,-361.8115054605834,-663.2952241387343,-384.99373191687266
ZAF,g1.0,-136.08829659333267,-254.21490664148064,-200.00370196336968
AGO,g1.25,-110.36179743014982,-204.48325162649442,-44.94231527402753
AK,g1.25,-417.4406819706912,-763.7031648756199,-577.1246644498443
AL,g1.25,-1315.0401515682402,-2427.8092676904944,-2139.9145003169997
AR,g1.25,-719.5553950079313,-1301.4604656834952,-1197.151113331806
ARE,g1.25,-204.57915422774755,-393.2258532425323,-773.6294741704835
ARG,g1.25,-123.16606116393913,-226.00717910063014,-284.4250392717556
AUS,g1.25,-269.8306546995775,-480.87915247898184,-772.1242520017599
AUT,g1.25,-184.5673449918919,-330.8119776086447,-236.4096698479754
